ranking,customer_name,propensity_score,faixa_propensao,percentil_score,recencia_dias,frequencia_pedidos,valor_total_gasto,ticket_medio,data_ultima_compra,segment,market
440,Mick Hernandez,0.4746,Média Propensão (Foco em Nutrição),5,5,33,13275.0,402.27,2014-12-26,Home Office,US
441,Julie Prescott,0.4742,Média Propensão (Foco em Nutrição),5,26,42,14594.0,347.48,2014-12-05,Home Office,APAC
442,Suzanne McNair,0.474,Média Propensão (Foco em Nutrição),5,25,38,12888.0,339.16,2014-12-06,Corporate,US
443,Christina Anderson,0.4739,Média Propensão (Foco em Nutrição),5,34,38,21835.0,574.61,2014-11-27,Consumer,US
444,Noel Staavos,0.4735,Média Propensão (Foco em Nutrição),5,36,45,16643.0,369.84,2014-11-25,Corporate,US
445,Jasper Cacioppo,0.4735,Média Propensão (Foco em Nutrição),5,34,35,18443.0,526.94,2014-11-27,Consumer,APAC
446,Melanie Seite,0.4732,Média Propensão (Foco em Nutrição),5,4,34,16104.0,473.65,2014-12-27,Consumer,LATAM
447,Luke Weiss,0.4726,Média Propensão (Foco em Nutrição),5,21,29,12051.0,415.55,2014-12-10,Consumer,US
448,Thomas Seio,0.4726,Média Propensão (Foco em Nutrição),5,26,35,14530.0,415.14,2014-12-05,Corporate,US
449,Vivek Gonzalez,0.4722,Média Propensão (Foco em Nutrição),5,110,31,10296.0,332.13,2014-09-12,Consumer,LATAM
450,Julia West,0.4721,Média Propensão (Foco em Nutrição),5,1,29,20598.0,710.28,2014-12-30,Consumer,APAC
451,Daniel Byrd,0.4717,Média Propensão (Foco em Nutrição),5,2,35,15392.0,439.77,2014-12-29,Home Office,LATAM
452,Toby Braunhardt,0.4713,Média Propensão (Foco em Nutrição),5,57,35,11699.0,334.26,2014-11-04,Consumer,LATAM
453,Ross DeVincentis,0.4712,Média Propensão (Foco em Nutrição),5,14,37,10302.0,278.43,2014-12-17,Home Office,APAC
454,Monica Federle,0.4706,Média Propensão (Foco em Nutrição),5,7,38,21944.0,577.47,2014-12-24,Corporate,APAC
455,Mark Van Huff,0.4705,Média Propensão (Foco em Nutrição),5,16,32,11518.0,359.94,2014-12-15,Consumer,EU
456,Odella Nelson,0.4705,Média Propensão (Foco em Nutrição),5,47,38,19273.0,507.18,2014-11-14,Corporate,EU
457,Doug O'Connell,0.4696,Média Propensão (Foco em Nutrição),5,26,30,13772.0,459.07,2014-12-05,Consumer,EU
458,Scot Coram,0.4695,Média Propensão (Foco em Nutrição),5,16,28,22129.0,790.32,2014-12-15,Corporate,APAC
459,Erin Ashbrook,0.4695,Média Propensão (Foco em Nutrição),5,93,34,11521.0,338.85,2014-09-29,Corporate,LATAM
460,Sarah Foster,0.4694,Média Propensão (Foco em Nutrição),5,5,36,15659.0,434.97,2014-12-26,Consumer,APAC
461,Stuart Van,0.4691,Média Propensão (Foco em Nutrição),5,8,33,22308.0,676.0,2014-12-23,Corporate,LATAM
462,Mike Pelletier,0.4689,Média Propensão (Foco em Nutrição),5,16,42,24216.0,576.57,2014-12-15,Home Office,APAC
463,Harry Greene,0.4687,Média Propensão (Foco em Nutrição),5,12,39,24217.0,620.95,2014-12-19,Consumer,APAC
464,Maureen Fritzler,0.4683,Média Propensão (Foco em Nutrição),5,48,32,13529.0,422.78,2014-11-13,Corporate,APAC
465,Jill Matthias,0.4682,Média Propensão (Foco em Nutrição),5,0,29,14181.0,489.0,2014-12-31,Consumer,LATAM
466,Ivan Gibson,0.4677,Média Propensão (Foco em Nutrição),5,1,37,16151.0,436.51,2014-12-30,Consumer,Africa
467,Carol Triggs,0.4676,Média Propensão (Foco em Nutrição),5,28,29,14139.0,487.55,2014-12-03,Consumer,US
468,Kean Takahito,0.4674,Média Propensão (Foco em Nutrição),5,43,39,17257.0,442.49,2014-11-18,Consumer,LATAM
469,Roland Schwarz,0.4668,Média Propensão (Foco em Nutrição),5,36,31,15108.0,487.35,2014-11-25,Corporate,US
470,Ionia McGrath,0.4667,Média Propensão (Foco em Nutrição),5,15,22,9480.0,430.91,2014-12-16,Consumer,EU
471,Rob Lucas,0.4665,Média Propensão (Foco em Nutrição),5,120,31,17289.0,557.71,2014-09-02,Consumer,US
472,Craig Carreira,0.4663,Média Propensão (Foco em Nutrição),5,16,34,11497.0,338.15,2014-12-15,Consumer,APAC
473,Corey-Lock,0.4662,Média Propensão (Foco em Nutrição),5,4,30,13049.0,434.97,2014-12-27,Consumer,APAC
474,Kunst Miller,0.4661,Média Propensão (Foco em Nutrição),5,28,26,16968.0,652.62,2014-12-03,Consumer,US
475,Kean Nguyen,0.4656,Média Propensão (Foco em Nutrição),5,37,34,18064.0,531.29,2014-11-24,Corporate,APAC
476,Victoria Wilson,0.4655,Média Propensão (Foco em Nutrição),5,6,35,17039.0,486.83,2014-12-25,Corporate,APAC
477,Alan Dominguez,0.4654,Média Propensão (Foco em Nutrição),5,5,30,18538.0,617.93,2014-12-26,Home Office,APAC
478,Dan Reichenbach,0.465,Média Propensão (Foco em Nutrição),4,3,40,16705.0,417.62,2014-12-28,Corporate,US
479,Trudy Brown,0.465,Média Propensão (Foco em Nutrição),4,30,36,15078.0,418.83,2014-12-01,Consumer,APAC
480,David Smith,0.4647,Média Propensão (Foco em Nutrição),4,14,33,13634.0,413.15,2014-12-17,Corporate,LATAM
481,Pete Takahito,0.4647,Média Propensão (Foco em Nutrição),4,2,30,13054.0,435.13,2014-12-29,Consumer,EU
482,Nona Balk,0.4647,Média Propensão (Foco em Nutrição),4,19,27,10082.0,373.41,2014-12-12,Corporate,US
483,Maria Etezadi,0.4638,Média Propensão (Foco em Nutrição),4,5,40,26252.0,656.3,2014-12-26,Home Office,EU
484,Janet Molinari,0.4636,Média Propensão (Foco em Nutrição),4,37,33,16168.0,489.94,2014-11-24,Corporate,APAC
485,Paul Van Hugh,0.4633,Média Propensão (Foco em Nutrição),4,8,34,18932.0,556.82,2014-12-23,Home Office,LATAM
486,Ryan Akin,0.4632,Média Propensão (Foco em Nutrição),4,1,32,13742.0,429.44,2014-12-30,Consumer,LATAM
487,Barry Pond,0.4632,Média Propensão (Foco em Nutrição),4,5,30,10389.0,346.3,2014-12-26,Corporate,EMEA
488,Karen Carlisle,0.463,Média Propensão (Foco em Nutrição),4,44,35,10416.0,297.6,2014-11-17,Corporate,APAC
489,Clay Ludtke,0.4626,Média Propensão (Foco em Nutrição),4,5,36,19784.0,549.56,2014-12-26,Consumer,US
490,Barbara Fisher,0.4625,Média Propensão (Foco em Nutrição),4,22,30,9838.0,327.93,2014-12-09,Corporate,APAC
491,James Galang,0.4624,Média Propensão (Foco em Nutrição),4,1,40,21554.0,538.85,2014-12-30,Consumer,US
492,Cari Schnelling,0.4612,Média Propensão (Foco em Nutrição),4,50,30,12179.0,405.97,2014-11-11,Consumer,LATAM
493,Pete Kriz,0.4611,Média Propensão (Foco em Nutrição),4,8,32,18657.0,583.03,2014-12-23,Consumer,US
494,Eva Jacobs,0.4611,Média Propensão (Foco em Nutrição),4,22,28,14957.0,534.18,2014-12-09,Consumer,APAC
495,Tamara Manning,0.4607,Média Propensão (Foco em Nutrição),4,64,30,14461.0,482.03,2014-10-28,Consumer,US
496,Carlos Daly,0.4605,Média Propensão (Foco em Nutrição),4,2,31,20117.0,648.94,2014-12-29,Consumer,EU
497,Ed Braxton,0.4593,Média Propensão (Foco em Nutrição),4,48,33,15525.0,470.45,2014-11-13,Corporate,LATAM
498,Jennifer Patt,0.4589,Média Propensão (Foco em Nutrição),4,36,36,14212.0,394.78,2014-11-25,Corporate,APAC
499,Larry Blacks,0.4586,Média Propensão (Foco em Nutrição),4,9,36,14583.0,405.08,2014-12-22,Consumer,LATAM
500,George Ashbrook,0.458,Média Propensão (Foco em Nutrição),4,22,31,13806.0,445.35,2014-12-09,Consumer,LATAM
501,Damala Kotsonis,0.4578,Média Propensão (Foco em Nutrição),4,21,43,20961.0,487.47,2014-12-10,Corporate,US
502,Scott Williamson,0.4559,Média Propensão (Foco em Nutrição),4,21,38,17044.0,448.53,2014-12-10,Consumer,LATAM
503,Katherine Nockton,0.4557,Média Propensão (Foco em Nutrição),4,19,32,19669.0,614.66,2014-12-12,Corporate,US
504,George Zrebassa,0.4556,Média Propensão (Foco em Nutrição),4,30,30,15294.0,509.8,2014-12-01,Corporate,APAC
505,Cynthia Delaney,0.4556,Média Propensão (Foco em Nutrição),4,76,32,14500.0,453.12,2014-10-16,Home Office,EU
506,Tonja Turnell,0.4555,Média Propensão (Foco em Nutrição),4,12,40,20085.0,502.12,2014-12-19,Home Office,EU
507,Chris McAfee,0.4553,Média Propensão (Foco em Nutrição),4,42,27,11621.0,430.41,2014-11-19,Consumer,APAC
508,John Castell,0.4548,Média Propensão (Foco em Nutrição),4,1,30,12298.0,409.93,2014-12-30,Consumer,US
509,Lena Creighton,0.4546,Média Propensão (Foco em Nutrição),4,16,38,18889.0,497.08,2014-12-15,Consumer,US
510,Harold Engle,0.4546,Média Propensão (Foco em Nutrição),4,6,35,10993.0,314.09,2014-12-25,Corporate,LATAM
511,Sanjit Jacobs,0.4544,Média Propensão (Foco em Nutrição),4,32,39,13521.0,346.69,2014-11-29,Home Office,US
512,James Lanier,0.4541,Média Propensão (Foco em Nutrição),4,6,32,14847.0,463.97,2014-12-25,Home Office,LATAM
513,Dean percer,0.4541,Média Propensão (Foco em Nutrição),4,18,35,22833.0,652.37,2014-12-13,Home Office,US
514,Stewart Visinsky,0.4538,Média Propensão (Foco em Nutrição),4,21,34,17232.0,506.82,2014-12-10,Consumer,US
515,Frank Carlisle,0.4536,Média Propensão (Foco em Nutrição),4,42,29,12410.0,427.93,2014-11-19,Home Office,APAC
516,Ed Ludwig,0.4535,Média Propensão (Foco em Nutrição),4,26,34,14209.0,417.91,2014-12-05,Home Office,LATAM
517,Neil Französisch,0.4532,Média Propensão (Foco em Nutrição),4,6,29,12649.0,436.17,2014-12-25,Home Office,EU
518,Nick Zandusky,0.4531,Média Propensão (Foco em Nutrição),4,85,30,20271.0,675.7,2014-10-07,Home Office,US
519,Kelly Collister,0.4522,Média Propensão (Foco em Nutrição),4,33,32,19401.0,606.28,2014-11-28,Consumer,LATAM
520,Chuck Magee,0.4522,Média Propensão (Foco em Nutrição),4,15,29,13715.0,472.93,2014-12-16,Consumer,LATAM
521,Bill Tyler,0.4516,Média Propensão (Foco em Nutrição),4,28,28,11798.0,421.36,2014-12-03,Corporate,EU
522,Dana Kaydos,0.4511,Média Propensão (Foco em Nutrição),4,45,28,19638.0,701.36,2014-11-16,Consumer,LATAM
523,Edward Becker,0.4511,Média Propensão (Foco em Nutrição),4,32,26,9428.0,362.62,2014-11-29,Corporate,US
524,Craig Leslie,0.451,Média Propensão (Foco em Nutrição),4,8,35,19378.0,553.66,2014-12-23,Home Office,APAC
525,Angele Hood,0.4506,Média Propensão (Foco em Nutrição),4,21,31,11357.0,366.35,2014-12-10,Consumer,APAC
526,Heather Kirkland,0.4503,Média Propensão (Foco em Nutrição),4,43,33,15541.0,470.94,2014-11-18,Corporate,EU
527,Maria Bertelson,0.4498,Média Propensão (Foco em Nutrição),4,1,35,21607.0,617.34,2014-12-30,Consumer,US
528,Pauline Webber,0.4492,Média Propensão (Foco em Nutrição),4,7,38,13888.0,365.47,2014-12-24,Corporate,EU
529,Tony Molinari,0.4486,Média Propensão (Foco em Nutrição),4,40,35,15973.0,456.37,2014-11-21,Consumer,EU
530,Dianna Wilson,0.4478,Média Propensão (Foco em Nutrição),4,55,35,23456.0,670.17,2014-11-06,Home Office,EU
531,Arthur Prichep,0.4474,Média Propensão (Foco em Nutrição),4,76,37,18546.0,501.24,2014-10-16,Consumer,US
532,Thomas Thornton,0.4469,Média Propensão (Foco em Nutrição),4,5,31,15055.0,485.65,2014-12-26,Consumer,APAC
533,Lynn Smith,0.4459,Média Propensão (Foco em Nutrição),4,34,30,11713.0,390.43,2014-11-27,Consumer,LATAM
534,Ricardo Sperren,0.4457,Média Propensão (Foco em Nutrição),4,33,35,14432.0,412.34,2014-11-28,Corporate,EU
535,Anemone Ratner,0.4456,Média Propensão (Foco em Nutrição),4,2,27,11492.0,425.63,2014-12-29,Consumer,APAC
536,Maurice Satty,0.4452,Média Propensão (Foco em Nutrição),4,29,34,10031.0,295.03,2014-12-02,Consumer,LATAM
537,Jonathan Howell,0.4448,Média Propensão (Foco em Nutrição),4,40,40,16544.0,413.6,2014-11-21,Consumer,APAC
538,Michelle Ellison,0.4439,Média Propensão (Foco em Nutrição),4,42,28,10708.0,382.43,2014-11-19,Corporate,EU
539,Marc Crier,0.4437,Média Propensão (Foco em Nutrição),4,44,39,15988.0,409.95,2014-11-17,Consumer,EU
540,Nora Pelletier,0.4435,Média Propensão (Foco em Nutrição),4,14,34,16358.0,481.12,2014-12-17,Home Office,LATAM
541,Frank Merwin,0.4433,Média Propensão (Foco em Nutrição),4,2,38,16388.0,431.26,2014-12-29,Home Office,US
542,Andrew Gjertsen,0.4427,Média Propensão (Foco em Nutrição),4,48,40,16381.0,409.52,2014-11-13,Corporate,EU
543,Xylona Preis,0.4426,Média Propensão (Foco em Nutrição),4,43,30,12202.0,406.73,2014-11-18,Consumer,US
544,Aaron Bergman,0.4425,Média Propensão (Foco em Nutrição),4,16,37,24646.0,666.11,2014-12-15,Consumer,APAC
545,Jamie Kunitz,0.4424,Média Propensão (Foco em Nutrição),4,61,29,12533.0,432.17,2014-10-31,Consumer,EU
546,Sean O'Donnell,0.4421,Média Propensão (Foco em Nutrição),4,29,31,16366.0,527.94,2014-12-02,Consumer,US
547,Dave Brooks,0.4417,Média Propensão (Foco em Nutrição),4,8,34,25550.0,751.47,2014-12-23,Consumer,EU
548,Jim Radford,0.4412,Média Propensão (Foco em Nutrição),4,12,26,15925.0,612.5,2014-12-19,Consumer,APAC
549,Denny Joy,0.4406,Média Propensão (Foco em Nutrição),4,1,32,22561.0,705.03,2014-12-30,Corporate,EU
550,Sally Matthias,0.4406,Média Propensão (Foco em Nutrição),4,104,30,13063.0,435.43,2014-09-18,Consumer,EU
551,Thea Hudgings,0.4404,Média Propensão (Foco em Nutrição),4,43,31,15353.0,495.26,2014-11-18,Corporate,APAC
552,Stefania Perrino,0.4404,Média Propensão (Foco em Nutrição),4,5,36,19418.0,539.39,2014-12-26,Corporate,APAC
553,Cari MacIntyre,0.4402,Média Propensão (Foco em Nutrição),4,6,37,21608.0,584.0,2014-12-25,Corporate,EU
554,Charlotte Melton,0.4392,Média Propensão (Foco em Nutrição),4,0,29,12827.0,442.31,2014-12-31,Consumer,LATAM
555,Jim Karlsson,0.4392,Média Propensão (Foco em Nutrição),4,1,35,17121.0,489.17,2014-12-30,Consumer,LATAM
556,Stephanie Phelps,0.4381,Média Propensão (Foco em Nutrição),4,20,30,11151.0,371.7,2014-12-11,Corporate,US
557,Muhammed Lee,0.438,Média Propensão (Foco em Nutrição),3,8,35,15851.0,452.89,2014-12-23,Consumer,EU
558,Peter Bühler,0.4374,Média Propensão (Foco em Nutrição),3,0,20,9897.0,494.85,2014-12-31,Consumer,EU
559,Neil Knudson,0.4374,Média Propensão (Foco em Nutrição),3,26,28,13875.0,495.54,2014-12-05,Home Office,APAC
560,Laurel Workman,0.4371,Média Propensão (Foco em Nutrição),3,22,31,10873.0,350.74,2014-12-09,Corporate,US
561,Ted Butterfield,0.437,Média Propensão (Foco em Nutrição),3,35,32,16030.0,500.94,2014-11-26,Consumer,APAC
562,Giulietta Baptist,0.4368,Média Propensão (Foco em Nutrição),3,13,30,12570.0,419.0,2014-12-18,Consumer,EU
563,Roger Demir,0.4366,Média Propensão (Foco em Nutrição),3,21,38,14738.0,387.84,2014-12-10,Consumer,US
564,Mick Brown,0.4365,Média Propensão (Foco em Nutrição),3,11,38,16451.0,432.92,2014-12-20,Consumer,LATAM
565,Meg O'Connel,0.4364,Média Propensão (Foco em Nutrição),3,6,34,18003.0,529.5,2014-12-25,Home Office,APAC
566,Jeremy Pistek,0.4364,Média Propensão (Foco em Nutrição),3,8,30,18659.0,621.97,2014-12-23,Consumer,EU
567,Joni Wasserman,0.4362,Média Propensão (Foco em Nutrição),3,5,32,10949.0,342.16,2014-12-26,Consumer,EU
568,Joy Bell-,0.4361,Média Propensão (Foco em Nutrição),3,1,39,24011.0,615.67,2014-12-30,Consumer,EU
569,Sarah Jordon,0.436,Média Propensão (Foco em Nutrição),3,28,41,16070.0,391.95,2014-12-03,Consumer,APAC
570,Tracy Blumstein,0.436,Média Propensão (Foco em Nutrição),3,18,45,20704.0,460.09,2014-12-13,Consumer,APAC
571,Rob Dowd,0.4356,Média Propensão (Foco em Nutrição),3,25,38,21482.0,565.32,2014-12-06,Consumer,EU
572,Jay Fein,0.4354,Média Propensão (Foco em Nutrição),3,13,31,10818.0,348.97,2014-12-18,Consumer,EMEA
573,Mike Vittorini,0.4354,Média Propensão (Foco em Nutrição),3,7,38,19572.0,515.05,2014-12-24,Consumer,EU
574,Erica Bern,0.435,Média Propensão (Foco em Nutrição),3,0,41,16119.0,393.15,2014-12-31,Corporate,LATAM
575,Guy Armstrong,0.4348,Média Propensão (Foco em Nutrição),3,2,28,10285.0,367.32,2014-12-29,Consumer,US
576,Laurel Elliston,0.4342,Média Propensão (Foco em Nutrição),3,14,30,11477.0,382.57,2014-12-17,Consumer,EU
577,Maureen Gnade,0.4342,Média Propensão (Foco em Nutrição),3,0,32,18326.0,572.69,2014-12-31,Consumer,EU
578,Dan Campbell,0.434,Média Propensão (Foco em Nutrição),3,34,38,13439.0,353.66,2014-11-27,Consumer,APAC
579,Paul MacIntyre,0.4333,Média Propensão (Foco em Nutrição),3,21,32,14346.0,448.31,2014-12-10,Consumer,LATAM
580,Christine Kargatis,0.4326,Média Propensão (Foco em Nutrição),3,0,35,13055.0,373.0,2014-12-31,Home Office,LATAM
581,Raymond Messe,0.4326,Média Propensão (Foco em Nutrição),3,9,32,18317.0,572.41,2014-12-22,Consumer,LATAM
582,Tom Ashbrook,0.4326,Média Propensão (Foco em Nutrição),3,8,30,40489.0,1349.63,2014-12-23,Home Office,EU
583,Joy Daniels,0.4312,Média Propensão (Foco em Nutrição),3,42,32,11346.0,354.56,2014-11-19,Consumer,LATAM
584,Rick Hansen,0.431,Média Propensão (Foco em Nutrição),3,24,31,16356.0,527.61,2014-12-07,Consumer,APAC
585,Doug Jacobs,0.4307,Média Propensão (Foco em Nutrição),3,12,33,13852.0,419.76,2014-12-19,Consumer,APAC
586,Berenike Kampe,0.4298,Média Propensão (Foco em Nutrição),3,26,33,13586.0,411.7,2014-12-05,Consumer,EU
587,Sam Zeldin,0.4297,Média Propensão (Foco em Nutrição),3,13,41,16361.0,399.05,2014-12-18,Home Office,LATAM
588,Robert Marley,0.429,Média Propensão (Foco em Nutrição),3,4,27,12868.0,476.59,2014-12-27,Home Office,EU
589,Michael Paige,0.4279,Média Propensão (Foco em Nutrição),3,27,47,17796.0,378.64,2014-12-04,Corporate,EU
590,Bryan Davis,0.4275,Média Propensão (Foco em Nutrição),3,35,31,13571.0,437.77,2014-11-26,Consumer,LATAM
591,Erin Smith,0.4273,Média Propensão (Foco em Nutrição),3,28,33,18160.0,550.3,2014-12-03,Corporate,US
592,Natalie DeCherney,0.4272,Média Propensão (Foco em Nutrição),3,12,29,13709.0,472.72,2014-12-19,Consumer,LATAM
593,Karl Braun,0.4269,Média Propensão (Foco em Nutrição),3,2,40,17494.0,437.35,2014-12-29,Consumer,US
594,Resi Pölking,0.4266,Média Propensão (Foco em Nutrição),3,15,41,22053.0,537.88,2014-12-16,Consumer,US
595,Rachel Payne,0.4265,Média Propensão (Foco em Nutrição),3,7,32,14998.0,468.69,2014-12-24,Corporate,APAC
596,Cathy Prescott,0.4261,Média Propensão (Foco em Nutrição),3,69,33,19770.0,599.09,2014-10-23,Corporate,US
597,Trudy Schmidt,0.4258,Média Propensão (Foco em Nutrição),3,84,30,9980.0,332.67,2014-10-08,Consumer,EU
598,Eric Hoffmann,0.4258,Média Propensão (Foco em Nutrição),3,57,36,10351.0,287.53,2014-11-04,Consumer,LATAM
599,Robert Dilbeck,0.4254,Média Propensão (Foco em Nutrição),3,27,30,16344.0,544.8,2014-12-04,Home Office,EU
600,Eric Barreto,0.4252,Média Propensão (Foco em Nutrição),3,7,27,11967.0,443.22,2014-12-24,Consumer,APAC
601,Anthony Johnson,0.424,Média Propensão (Foco em Nutrição),3,36,32,12284.0,383.88,2014-11-25,Corporate,US
602,Steve Carroll,0.424,Média Propensão (Foco em Nutrição),3,21,35,19823.0,566.37,2014-12-10,Home Office,APAC
603,Theresa Coyne,0.4237,Média Propensão (Foco em Nutrição),3,11,35,22219.0,634.83,2014-12-20,Corporate,APAC
604,Tracy Poddar,0.4232,Média Propensão (Foco em Nutrição),3,14,35,13289.0,379.69,2014-12-17,Corporate,APAC
605,Becky Pak,0.4224,Média Propensão (Foco em Nutrição),3,32,30,14811.0,493.7,2014-11-29,Consumer,EU
606,Nicole Brennan,0.422,Média Propensão (Foco em Nutrição),3,428,17,5935.0,349.12,2013-10-29,Corporate,Africa
607,Alan Hwang,0.4211,Média Propensão (Foco em Nutrição),3,6,38,23641.0,622.13,2014-12-25,Consumer,EU
608,Tamara Willingham,0.421,Média Propensão (Foco em Nutrição),3,19,35,14256.0,407.31,2014-12-12,Home Office,EU
609,Liz Thompson,0.421,Média Propensão (Foco em Nutrição),3,34,32,21217.0,663.03,2014-11-27,Consumer,EU
610,Steven Ward,0.4208,Média Propensão (Foco em Nutrição),3,15,38,25669.0,675.5,2014-12-16,Corporate,LATAM
611,Bruce Degenhardt,0.4201,Média Propensão (Foco em Nutrição),3,4,43,15959.0,371.14,2014-12-27,Consumer,EMEA
612,Brian Dahlen,0.4193,Média Propensão (Foco em Nutrição),3,97,24,9890.0,412.08,2014-09-25,Consumer,US
613,Becky Castell,0.4186,Média Propensão (Foco em Nutrição),3,29,34,15186.0,446.65,2014-12-02,Home Office,EU
614,Speros Goranitis,0.4185,Média Propensão (Foco em Nutrição),3,75,38,12948.0,340.74,2014-10-17,Consumer,APAC
615,Brendan Murry,0.4184,Média Propensão (Foco em Nutrição),3,34,34,12055.0,354.56,2014-11-27,Corporate,APAC
616,Toby Gnade,0.4181,Média Propensão (Foco em Nutrição),3,14,35,13021.0,372.03,2014-12-17,Consumer,EU
617,Mike Kennedy,0.418,Média Propensão (Foco em Nutrição),3,22,30,12741.0,424.7,2014-12-09,Consumer,APAC
618,Bart Watters,0.4176,Média Propensão (Foco em Nutrição),3,54,45,32315.0,718.11,2014-11-07,Corporate,APAC
619,Denny Blanton,0.4174,Média Propensão (Foco em Nutrição),3,28,28,16634.0,594.07,2014-12-03,Consumer,APAC
620,Julie Kriz,0.4172,Média Propensão (Foco em Nutrição),3,97,32,15648.0,489.0,2014-09-25,Home Office,LATAM
621,Carl Ludwig,0.4158,Média Propensão (Foco em Nutrição),3,13,40,18180.0,454.5,2014-12-18,Consumer,LATAM
622,Mary Zewe,0.4153,Média Propensão (Foco em Nutrição),3,23,34,16577.0,487.56,2014-12-08,Corporate,APAC
623,Joel Jenkins,0.4152,Média Propensão (Foco em Nutrição),3,2,34,19993.0,588.03,2014-12-29,Home Office,EU
624,John Grady,0.415,Média Propensão (Foco em Nutrição),3,0,40,22219.0,555.48,2014-12-31,Corporate,APAC
625,Sheri Gordon,0.4148,Média Propensão (Foco em Nutrição),3,90,31,13818.0,445.74,2014-10-02,Consumer,LATAM
626,Tim Brockman,0.4148,Média Propensão (Foco em Nutrição),3,1,43,19103.0,444.26,2014-12-30,Consumer,EMEA
627,Adam Shillingsburg,0.4148,Média Propensão (Foco em Nutrição),3,15,36,15445.0,429.03,2014-12-16,Consumer,US
628,Sanjit Chand,0.4148,Média Propensão (Foco em Nutrição),3,75,35,26524.0,757.83,2014-10-17,Consumer,US
629,Clay Cheatham,0.4144,Média Propensão (Foco em Nutrição),3,27,30,9345.0,311.5,2014-12-04,Consumer,APAC
630,Patricia Hirasaki,0.4142,Média Propensão (Foco em Nutrição),3,57,27,11182.0,414.15,2014-11-04,Home Office,LATAM
631,Gary Zandusky,0.414,Média Propensão (Foco em Nutrição),3,7,43,24700.0,574.42,2014-12-24,Consumer,APAC
632,Charles Sheldon,0.4136,Média Propensão (Foco em Nutrição),3,57,34,20050.0,589.71,2014-11-04,Corporate,APAC
633,Joe Kamberova,0.4131,Média Propensão (Foco em Nutrição),3,48,40,26689.0,667.22,2014-11-13,Consumer,EU
634,Sandra Flanagan,0.4125,Média Propensão (Foco em Nutrição),3,58,29,11259.0,388.24,2014-11-03,Consumer,EU
635,Saphhira Shifley,0.4124,Média Propensão (Foco em Nutrição),3,15,39,23632.0,605.95,2014-12-16,Corporate,LATAM
636,Chuck Sachs,0.4123,Média Propensão (Foco em Nutrição),3,6,31,22759.0,734.16,2014-12-25,Consumer,EU
637,Linda Cazamias,0.4118,Média Propensão (Foco em Nutrição),2,41,35,16738.0,478.23,2014-11-20,Corporate,EU
638,Ralph Arnett,0.4106,Média Propensão (Foco em Nutrição),2,5,38,23044.0,606.42,2014-12-26,Consumer,Africa
639,Brian DeCherney,0.4105,Média Propensão (Foco em Nutrição),2,49,36,10772.0,299.22,2014-11-12,Consumer,EMEA
640,Craig Reiter,0.4105,Média Propensão (Foco em Nutrição),2,5,35,20848.0,595.66,2014-12-26,Consumer,LATAM
641,Mick Crebagga,0.4104,Média Propensão (Foco em Nutrição),2,41,36,12014.0,333.72,2014-11-20,Consumer,US
642,Rose O'Brian,0.4099,Média Propensão (Foco em Nutrição),2,4,38,21912.0,576.63,2014-12-27,Consumer,APAC
643,Cynthia Arntzen,0.4097,Média Propensão (Foco em Nutrição),2,93,30,19834.0,661.13,2014-09-29,Consumer,US
644,John Murray,0.4095,Média Propensão (Foco em Nutrição),2,68,35,22386.0,639.6,2014-10-24,Consumer,EU
645,Jane Waco,0.4095,Média Propensão (Foco em Nutrição),2,12,40,30288.0,757.2,2014-12-19,Corporate,EU
646,Philisse Overcash,0.4092,Média Propensão (Foco em Nutrição),2,29,33,17984.0,544.97,2014-12-02,Home Office,APAC
647,Noah Childs,0.409,Média Propensão (Foco em Nutrição),2,20,31,17346.0,559.55,2014-12-11,Corporate,APAC
648,Brian Derr,0.4084,Média Propensão (Foco em Nutrição),2,9,34,16917.0,497.56,2014-12-22,Consumer,EU
649,Shahid Hopkins,0.4074,Média Propensão (Foco em Nutrição),2,23,37,12979.0,350.78,2014-12-08,Consumer,APAC
650,Ryan Crowe,0.4073,Média Propensão (Foco em Nutrição),2,22,27,9539.0,353.3,2014-12-09,Consumer,EU
651,Ruben Dartt,0.4073,Média Propensão (Foco em Nutrição),2,32,39,18320.0,469.74,2014-11-29,Consumer,LATAM
652,Harry Marie,0.4071,Média Propensão (Foco em Nutrição),2,1,41,28477.0,694.56,2014-12-30,Corporate,EU
653,Toby Swindell,0.4068,Média Propensão (Foco em Nutrição),2,8,36,18632.0,517.56,2014-12-23,Consumer,LATAM
654,Toby Carlisle,0.4065,Média Propensão (Foco em Nutrição),2,12,34,20126.0,591.94,2014-12-19,Consumer,EU
655,Jack Lebron,0.4062,Média Propensão (Foco em Nutrição),2,8,40,18673.0,466.82,2014-12-23,Consumer,LATAM
656,Todd Sumrall,0.406,Média Propensão (Foco em Nutrição),2,18,37,27775.0,750.68,2014-12-13,Corporate,EU
657,Fred Hopkins,0.4055,Média Propensão (Foco em Nutrição),2,1,39,30404.0,779.59,2014-12-30,Corporate,LATAM
658,Richard Eichhorn,0.4055,Média Propensão (Foco em Nutrição),2,15,30,16340.0,544.67,2014-12-16,Consumer,EMEA
659,Justin Ellison,0.4048,Média Propensão (Foco em Nutrição),2,20,28,12910.0,461.07,2014-12-11,Corporate,APAC
660,Delfina Latchford,0.404,Média Propensão (Foco em Nutrição),2,18,33,20252.0,613.7,2014-12-13,Consumer,EU
