order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,negative_profit,margem_lucro
IT-2014-1428345,2014-01-08,2014-01-13,Standard Class,Erica Bern,Corporate,North Brabant,Netherlands,EU,Central,OFF-EN-10003373,,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",47.0,2,0.5,-19.62,1.88,Medium,False,-0.4174468085106383
RO-2014-5920,2014-01-08,2014-01-12,Standard Class,Sue Ann Reed,Consumer,Brasov,Romania,EMEA,,OFF-BIC-10003680,Office Supplies,Art,"BIC Highlighters, Blue",19.0,1,0.0,7.56,1.53,Medium,True,0.39789473684210525
US-2014-123862,2014-01-08,2014-01-10,Second Class,Jamie Frazer,Consumer,California,United States,US,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,8.0,1,0.0,3.5505,1.29,High,True,0.4438125
MX-2014-124002,2014-01-08,2014-01-13,Standard Class,Valerie Takahito,Home Office,Federal District,Brazil,LATAM,South,OFF-FA-10000455,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",17.0,2,0.0,6.36,1.12,Medium,True,0.37411764705882355
ES-2014-5500680,2014-01-08,2014-01-14,Standard Class,Ted Trevino,Consumer,Nord-Pas-de-Calais,France,EU,,OFF-ST-10002905,Office Supplies,Storage,"Rogers Box, Single Width",22.0,1,0.1,0.48,0.99,Low,True,0.021818181818181816
MO-2014-3260,2014-01-08,2014-01-13,Standard Class,Arthur Wiediger,Home Office,Souss-Massa-Draâ,Morocco,Africa,Africa,OFF-WIL-10001889,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Economy",5.0,1,0.0,2.25,0.49,High,True,0.45
US-2014-168690,2014-01-08,2014-01-14,Standard Class,Thais Sissman,Consumer,Florida,United States,US,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,3.0,3,0.7,-1.9656,0.16,Medium,False,-0.6552
CA-2014-115154,2014-01-09,2014-01-12,First Class,Ricardo Sperren,Corporate,Washington,United States,US,,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,893.0,2,0.0,80.3682,136.24,Medium,True,0.0899979843225084
IT-2014-5733804,2014-01-09,2014-01-09,Same Day,Tiffany House,Corporate,Ile-de-France,France,EU,Central,TEC-MA-10003223,Technology,Machines,"StarTech Inkjet, Durable",1021.0,4,0.15,-48.108,74.18,High,False,-0.04711851126346719
IN-2014-28192,2014-01-09,2014-01-12,First Class,Julia West,Consumer,Rajasthan,India,APAC,Central Asia,TEC-CO-10003448,Technology,Copiers,"Canon Ink, Laser",294.0,2,0.0,135.36,49.84,High,True,0.46040816326530615
ES-2014-3319612,2014-01-09,2014-01-14,Standard Class,Neil Ducich,Corporate,England,United Kingdom,EU,,TEC-CO-10003228,Technology,Copiers,"Hewlett Copy Machine, Laser",1843.0,7,0.0,36.75,45.09,Medium,True,0.01994031470428649
MX-2014-167514,2014-01-09,2014-01-12,Second Class,Elpida Rittenbach,Corporate,Antioquia,Colombia,LATAM,South,TEC-PH-10002708,Technology,Phones,"Nokia Speaker Phone, with Caller ID",164.0,2,0.0,26.24,42.73,Critical,True,0.16
ID-2014-31125,2014-01-09,2014-01-14,Standard Class,Beth Thompson,Home Office,National Capital,Philippines,APAC,Southeast Asia,FUR-CH-10000027,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",1033.0,3,0.25,-165.24,41.47,Medium,False,-0.15996127783155858
ES-2014-5514154,2014-01-09,2014-01-14,Standard Class,Harold Ryan,Corporate,Sardinia,Italy,EU,South,FUR-TA-10004005,Furniture,Tables,"Bevis Coffee Table, Rectangular",632.0,4,0.5,-113.7,38.8,Medium,False,-0.17990506329113926
MX-2014-118528,2014-01-09,2014-01-10,First Class,Gary Hwang,Consumer,Nuevo León,Mexico,LATAM,,FUR-CH-10002088,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",180.0,4,0.2,8.944,34.01,Medium,True,0.049688888888888894
MX-2014-118528,2014-01-09,2014-01-10,First Class,Gary Hwang,Consumer,Nuevo León,Mexico,LATAM,North,TEC-AC-10000763,Technology,Accessories,"SanDisk Memory Card, USB",225.0,3,0.0,78.78,32.73,Medium,True,0.35013333333333335
ES-2014-3319612,2014-01-09,2014-01-14,Standard Class,Neil Ducich,Corporate,England,United Kingdom,EU,,FUR-CH-10003249,Furniture,Chairs,"Novimex Chairmat, Adjustable",529.0,9,0.0,201.15,32.05,Medium,True,0.38024574669187144
ES-2014-2286435,2014-01-09,2014-01-09,Same Day,Bruce Geld,Consumer,England,United Kingdom,EU,North,OFF-BI-10001723,,Binders,"Avery Binder, Clear",111.0,9,0.0,11.07,27.42,Critical,True,0.09972972972972974
US-2014-115574,2014-01-09,2014-01-09,Same Day,Cynthia Arntzen,Consumer,Buenos Aires,Argentina,LATAM,South,TEC-AC-10000957,,Accessories,"Logitech Memory Card, Bluetooth",124.0,3,0.4,-26.904,25.33,Critical,False,-0.21696774193548388
ID-2014-48191,2014-01-09,2014-01-13,Standard Class,Julie Creighton,Corporate,Sindh,Pakistan,APAC,,TEC-AC-10003034,,Accessories,"Belkin Keyboard, Erganomic",204.0,5,0.5,-8.175,24.11,High,False,-0.04007352941176471
ES-2014-3319612,2014-01-09,2014-01-14,Standard Class,Neil Ducich,Corporate,England,United Kingdom,EU,,FUR-CH-10000745,Furniture,Chairs,"Hon Chairmat, Adjustable",174.0,3,0.0,41.76,17.77,Medium,True,0.24
IT-2014-3629752,2014-01-09,2014-01-10,Same Day,Bart Watters,Corporate,Rhône-Alpes,France,EU,Central,OFF-ST-10002800,Office Supplies,Storage,"Tenex Folders, Industrial",64.0,3,0.1,-7.11,17.34,Medium,False,-0.11109375
IN-2014-32077,2014-01-09,2014-01-13,Standard Class,Theone Pippenger,Consumer,Victoria,Australia,APAC,Oceania,OFF-AR-10003046,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",337.0,8,0.1,74.688,16.72,Medium,True,0.22162611275964392
MX-2014-118528,2014-01-09,2014-01-10,First Class,Gary Hwang,Consumer,Nuevo León,Mexico,LATAM,North,TEC-PH-10001427,Technology,Phones,"Motorola Headset, Full Size",432.0,8,0.0,108.0,14.48,Medium,True,0.25
ID-2014-48191,2014-01-09,2014-01-13,Standard Class,Julie Creighton,Corporate,Sindh,Pakistan,APAC,,FUR-FU-10001351,Furniture,Furnishings,"Rubbermaid Photo Frame, Black",83.0,2,0.2,-4.14,10.52,High,False,-0.04987951807228915
IN-2014-28192,2014-01-09,2014-01-12,First Class,Julia West,Consumer,Rajasthan,India,APAC,Central Asia,OFF-EN-10002425,Office Supplies,Envelopes,"Ames Peel and Seal, Set of 50",37.0,2,0.0,1.08,10.08,High,True,0.02918918918918919
ES-2014-3424970,2014-01-09,2014-01-12,First Class,Berenike Kampe,Consumer,England,United Kingdom,EU,North,OFF-EN-10003780,Office Supplies,Envelopes,"Jiffy Peel and Seal, Recycled",94.0,5,0.0,15.9,9.88,Medium,True,0.16914893617021276
CG-2014-6630,2014-01-09,2014-01-12,Second Class,Melanie Seite,Consumer,Kinshasa,Democratic Republic of the Congo,Africa,Africa,TEC-STA-10003550,Technology,Machines,"StarTech Card Printer, Red",161.0,1,0.0,17.67,7.1,High,True,0.10975155279503107
MX-2014-169866,2014-01-09,2014-01-15,Standard Class,Rob Haberlin,Consumer,Jalisco,Mexico,LATAM,North,FUR-CH-10001795,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",137.0,3,0.2,23.976,7.01,Medium,True,0.175007299270073
MX-2014-157770,2014-01-09,2014-01-16,Standard Class,Steven Ward,Corporate,Nuevo León,Mexico,LATAM,North,FUR-BO-10001585,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",182.0,2,0.2,18.136,6.99,Medium,True,0.09964835164835165
ID-2014-31125,2014-01-09,2014-01-14,Standard Class,Beth Thompson,Home Office,National Capital,Philippines,APAC,,FUR-FU-10002598,Furniture,Furnishings,"Tenex Photo Frame, Durable",73.0,2,0.25,16.605,5.95,Medium,True,0.22746575342465755
ID-2014-31125,2014-01-09,2014-01-14,Standard Class,Beth Thompson,Home Office,National Capital,Philippines,APAC,,OFF-FA-10002175,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes",48.0,7,0.45,1.596,4.18,Medium,True,0.03325
ES-2014-5514154,2014-01-09,2014-01-14,Standard Class,Harold Ryan,Corporate,Sardinia,Italy,EU,,TEC-MA-10000327,Technology,Machines,"Epson Phone, Durable",146.0,3,0.4,-63.288,3.43,Medium,False,-0.4334794520547945
PL-2014-5040,2014-01-09,2014-01-13,Second Class,Cyra Reiten,Home Office,Lodz,Poland,EMEA,EMEA,TEC-MEM-10000312,,Accessories,"Memorex Mouse, Programmable",30.0,1,0.0,2.07,3.31,High,True,0.06899999999999999
ID-2014-31125,2014-01-09,2014-01-14,Standard Class,Beth Thompson,Home Office,National Capital,Philippines,APAC,Southeast Asia,OFF-AR-10000539,Office Supplies,Art,"Boston Markers, Easy-Erase",59.0,4,0.45,-40.512,3.26,Medium,False,-0.6866440677966101
TU-2014-330,2014-01-09,2014-01-15,Standard Class,Christina Anderson,Consumer,Denizli,Turkey,EMEA,EMEA,FUR-SAF-10001870,,Chairs,"SAFCO Chairmat, Set of Two",25.0,1,0.6,-13.662,3.0,Low,False,-0.5464800000000001
ES-2014-3499285,2014-01-09,2014-01-14,Standard Class,Heather Jas,Home Office,England,United Kingdom,EU,North,OFF-LA-10001170,Office Supplies,Labels,"Harbour Creations Color Coded Labels, 5000 Label Set",27.0,2,0.0,12.72,2.4,Medium,True,0.47111111111111115
ID-2014-31125,2014-01-09,2014-01-14,Standard Class,Beth Thompson,Home Office,National Capital,Philippines,APAC,Southeast Asia,OFF-FA-10001187,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack",22.0,3,0.45,-4.527,2.26,Medium,False,-0.20577272727272727
ID-2014-31125,2014-01-09,2014-01-14,Standard Class,Beth Thompson,Home Office,National Capital,Philippines,APAC,Southeast Asia,OFF-AR-10004780,Office Supplies,Art,"Stanley Markers, Blue",37.0,3,0.45,1.98,1.94,Medium,True,0.053513513513513515
MX-2014-118528,2014-01-09,2014-01-10,First Class,Gary Hwang,Consumer,Nuevo León,Mexico,LATAM,North,OFF-BI-10004428,Office Supplies,Binders,"Cardinal Binder, Clear",27.0,3,0.0,3.72,1.82,Medium,True,0.13777777777777778
ES-2014-5514154,2014-01-09,2014-01-14,Standard Class,Harold Ryan,Corporate,Sardinia,Italy,EU,South,OFF-FA-10004339,Office Supplies,Fasteners,"Stockwell Staples, Metal",63.0,6,0.0,16.92,1.8,Medium,True,0.26857142857142857
ID-2014-48191,2014-01-09,2014-01-13,Standard Class,Julie Creighton,Corporate,Sindh,Pakistan,APAC,,OFF-ST-10003606,Office Supplies,Storage,"Smead Box, Single Width",16.0,3,0.5,-8.1,1.43,High,False,-0.50625
ES-2014-5514154,2014-01-09,2014-01-14,Standard Class,Harold Ryan,Corporate,Sardinia,Italy,EU,South,OFF-AR-10001462,Office Supplies,Art,"Stanley Highlighters, Fluorescent",16.0,1,0.0,5.88,1.34,Medium,True,0.3675
ES-2014-3319612,2014-01-09,2014-01-14,Standard Class,Neil Ducich,Corporate,England,United Kingdom,EU,,OFF-EN-10001991,Office Supplies,Envelopes,"Kraft Clasp Envelope, Set of 50",18.0,2,0.0,0.0,1.32,Medium,False,0.0
ES-2014-1540287,2014-01-09,2014-01-13,Second Class,Anthony Johnson,Corporate,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-SU-10001703,,Supplies,"Fiskars Box Cutter, High Speed",71.0,2,0.0,24.84,0.98,Medium,True,0.3498591549295775
MO-2014-2510,2014-01-09,2014-01-13,Standard Class,Henry Goldwyn,Corporate,Meknès-Tafilalet,Morocco,Africa,Africa,OFF-SAN-10002020,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",18.0,1,0.0,3.6,0.85,Medium,True,0.2
TU-2014-8990,2014-01-09,2014-01-15,Standard Class,Sarah Jordon,Consumer,Konya,Turkey,EMEA,EMEA,OFF-ACC-10002425,Office Supplies,Fasteners,"Accos Thumb Tacks, Assorted Sizes",4.0,1,0.6,-5.928,0.44,Medium,False,-1.482
MX-2014-118528,2014-01-09,2014-01-10,First Class,Gary Hwang,Consumer,Nuevo León,Mexico,LATAM,North,FUR-FU-10002751,Furniture,Furnishings,"Advantus Photo Frame, Durable",40.0,2,0.4,-22.672,0.4,Medium,False,-0.5668
IN-2014-18252,2014-01-09,2014-01-14,Standard Class,Alan Schoenberger,Corporate,Shaanxi,China,APAC,North Asia,OFF-LA-10001548,Office Supplies,Labels,"Avery Shipping Labels, Adjustable",49.0,5,0.0,11.7,0.15,Medium,True,0.2387755102040816
ES-2014-5317155,2014-01-10,2014-01-14,Standard Class,Alejandro Savely,Corporate,Pays de la Loire,France,EU,,TEC-CO-10003800,,Copiers,"Hewlett Wireless Fax, Color",1622.0,5,0.15,95.3775,109.83,Medium,True,0.05880240443896424
CA-2014-154760,2014-01-10,2014-01-14,Standard Class,Beth Paige,Consumer,Pennsylvania,United States,US,East,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,274.0,3,0.7,-228.7425,36.58,High,False,-0.8348266423357664
ES-2014-3502771,2014-01-10,2014-01-12,First Class,Bradley Drucker,Consumer,Lorraine,France,EU,Central,OFF-ST-10001025,Office Supplies,Storage,"Tenex Trays, Single Width",98.0,2,0.1,30.372,32.5,High,True,0.3099183673469388
ID-2014-33568,2014-01-10,2014-01-14,Standard Class,Brian Thompson,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-PH-10004675,Technology,Phones,"Nokia Audio Dock, VoIP",277.0,2,0.17,46.6578,29.62,High,True,0.16843971119133574
BO-2014-620,2014-01-10,2014-01-15,Standard Class,Daniel Byrd,Home Office,Brest,Belarus,EMEA,,OFF-ELD-10002199,Office Supplies,Storage,"Eldon File Cart, Single Width",257.0,2,0.0,110.34,22.85,Medium,True,0.4293385214007782
BO-2014-620,2014-01-10,2014-01-15,Standard Class,Daniel Byrd,Home Office,Brest,Belarus,EMEA,EMEA,TEC-SHA-10002696,Technology,Copiers,"Sharp Ink, Color",503.0,4,0.0,236.52,17.63,Medium,True,0.47021868787276344
ES-2014-5693371,2014-01-10,2014-01-12,First Class,Anna Andreadi,Consumer,Lombardy,Italy,EU,South,OFF-BI-10004195,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",194.0,4,0.0,58.08,17.03,Medium,True,0.29938144329896904
IT-2014-5016792,2014-01-10,2014-01-12,Second Class,Toby Braunhardt,Consumer,Thuringia,Germany,EU,Central,OFF-PA-10003037,Office Supplies,Paper,"Eaton Memo Slips, Multicolor",91.0,6,0.0,15.3,14.57,High,True,0.16813186813186815
ES-2014-5693371,2014-01-10,2014-01-12,First Class,Anna Andreadi,Consumer,Lombardy,Italy,EU,South,OFF-ST-10001213,Office Supplies,Storage,"Smead Shelving, Industrial",148.0,5,0.4,-39.57,14.09,Medium,False,-0.2673648648648649
IV-2014-1390,2014-01-10,2014-01-15,Standard Class,Michelle Arnett,Home Office,Lagunes,Cote d'Ivoire,Africa,Africa,OFF-HAR-10003659,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",86.0,8,0.0,12.0,9.35,Medium,True,0.13953488372093023
ID-2014-33568,2014-01-10,2014-01-14,Standard Class,Brian Thompson,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-AC-10004306,Technology,Accessories,"Belkin Keyboard, Bluetooth",222.0,5,0.47,-176.268,8.84,High,False,-0.794
PL-2014-9630,2014-01-10,2014-01-12,Second Class,Deanra Eno,Home Office,Masovia,Poland,EMEA,EMEA,TEC-PAN-10000131,Technology,Machines,"Panasonic Receipt Printer, Red",118.0,1,0.0,57.84,7.74,High,True,0.4901694915254238
IT-2014-5016792,2014-01-10,2014-01-12,Second Class,Toby Braunhardt,Consumer,Thuringia,Germany,EU,Central,OFF-AR-10000491,Office Supplies,Art,"Binney & Smith Pens, Water Color",76.0,5,0.0,27.15,6.56,High,True,0.35723684210526313
NI-2014-2080,2014-01-10,2014-01-16,Standard Class,Justin Ellison,Corporate,Lagos,Nigeria,Africa,Africa,TEC-NOK-10001172,,Phones,"Nokia Speaker Phone, VoIP",74.0,2,0.7,-165.156,4.7,Medium,False,-2.231837837837838
IN-2014-81847,2014-01-10,2014-01-17,Standard Class,Michael Stewart,Corporate,Canterbury,New Zealand,APAC,Oceania,OFF-SU-10004514,Office Supplies,Supplies,"Elite Letter Opener, Easy Grip",27.0,1,0.0,6.81,2.86,Low,True,0.2522222222222222
ML-2014-1030,2014-01-10,2014-01-14,Standard Class,Bryan Mills,Consumer,Mopti,Mali,Africa,Africa,FUR-ADV-10000188,Furniture,Furnishings,"Advantus Stacking Tray, Erganomic",25.0,1,0.0,7.74,2.43,High,True,0.3096
ID-2014-25693,2014-01-10,2014-01-15,Standard Class,Shaun Chance,Corporate,Jakarta,Indonesia,APAC,Southeast Asia,OFF-FA-10002459,Office Supplies,Fasteners,"Advantus Clamps, Bulk Pack",31.0,3,0.47,-4.0689,2.24,Medium,False,-0.1312548387096774
BO-2014-620,2014-01-10,2014-01-15,Standard Class,Daniel Byrd,Home Office,Brest,Belarus,EMEA,EMEA,OFF-KLE-10002292,Office Supplies,Supplies,"Kleencut Scissors, Steel",22.0,1,0.0,1.29,1.34,Medium,True,0.05863636363636364
TU-2014-3430,2014-01-10,2014-01-15,Standard Class,Alyssa Tate,Home Office,Denizli,Turkey,EMEA,EMEA,OFF-STI-10002519,Office Supplies,Supplies,"Stiletto Trimmer, High Speed",17.0,1,0.6,-16.26,1.32,Medium,False,-0.9564705882352942
BO-2014-620,2014-01-10,2014-01-15,Standard Class,Daniel Byrd,Home Office,Brest,Belarus,EMEA,EMEA,OFF-HAR-10003580,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Alphabetical",11.0,1,0.0,4.62,0.83,Medium,True,0.42
ID-2014-57781,2014-01-10,2014-01-14,Standard Class,Trudy Schmidt,Consumer,Sulawesi Utara,Indonesia,APAC,Southeast Asia,TEC-AC-10001090,Technology,Accessories,"Enermax Mouse, Programmable",22.0,1,0.47,-1.2813,0.78,Medium,False,-0.05824090909090909
NI-2014-2080,2014-01-10,2014-01-16,Standard Class,Justin Ellison,Corporate,Lagos,Nigeria,Africa,Africa,OFF-JIF-10002275,Office Supplies,Envelopes,"Jiffy Clasp Envelope, with clear poly window",7.0,2,0.7,-10.164,0.55,Medium,False,-1.452
ES-2014-5375927,2014-01-11,2014-01-18,Standard Class,Sarah Brown,Consumer,Piedmont,Italy,EU,South,OFF-AP-10001298,,Appliances,"Breville Stove, Black",2244.0,4,0.0,246.72,117.15,Low,True,0.10994652406417112
IN-2014-21115,2014-01-11,2014-01-15,Standard Class,Carol Adams,Corporate,Beijing,China,APAC,,FUR-CH-10001684,Furniture,Chairs,"Office Star Rocking Chair, Adjustable",1291.0,9,0.0,25.65,105.76,Medium,True,0.01986831913245546
IN-2014-73657,2014-01-11,2014-01-15,Standard Class,Max Engle,Consumer,Tasmania,Australia,APAC,Oceania,TEC-CO-10003574,Technology,Copiers,"Brother Personal Copier, High-Speed",169.0,2,0.4,8.448,21.41,High,True,0.04998816568047337
IN-2014-84521,2014-01-11,2014-01-17,Standard Class,Joe Kamberova,Consumer,New South Wales,Australia,APAC,Oceania,TEC-PH-10000019,Technology,Phones,"Motorola Audio Dock, Full Size",349.0,2,0.0,83.82,20.03,Medium,True,0.24017191977077362
ID-2014-52475,2014-01-11,2014-01-16,Standard Class,Joel Eaton,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-SU-10002448,Office Supplies,Supplies,"Stiletto Trimmer, High Speed",118.0,5,0.45,-55.6875,14.75,High,False,-0.4719279661016949
IN-2014-73657,2014-01-11,2014-01-15,Standard Class,Max Engle,Consumer,Tasmania,Australia,APAC,,OFF-PA-10002811,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11",67.0,4,0.4,-32.448,6.97,High,False,-0.4842985074626866
IN-2014-73657,2014-01-11,2014-01-15,Standard Class,Max Engle,Consumer,Tasmania,Australia,APAC,Oceania,FUR-CH-10003512,Furniture,Chairs,"Novimex Bag Chairs, Set of Two",58.0,2,0.4,-6.768,3.48,High,False,-0.1166896551724138
ID-2014-52475,2014-01-11,2014-01-16,Standard Class,Joel Eaton,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-LA-10003379,Office Supplies,Labels,"Smead Color Coded Labels, Laser Printer Compatible",14.0,2,0.45,-10.485,2.38,High,False,-0.7489285714285714
SF-2014-2650,2014-01-11,2014-01-13,Second Class,Frank Gastineau,Home Office,Eastern Cape,South Africa,Africa,Africa,OFF-OIC-10001155,Office Supplies,Fasteners,"OIC Paper Clips, Bulk Pack",14.0,1,0.0,7.05,1.93,High,True,0.5035714285714286
ID-2014-37985,2014-01-11,2014-01-14,First Class,Jason Klamczynski,Corporate,Kanagawa,Japan,APAC,North Asia,OFF-FA-10000027,Office Supplies,Fasteners,"Stockwell Rubber Bands, Bulk Pack",97.0,6,0.0,46.44,1.54,Medium,True,0.47876288659793814
ID-2014-52475,2014-01-11,2014-01-16,Standard Class,Joel Eaton,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-FA-10000577,Office Supplies,Fasteners,"Stockwell Push Pins, 12 Pack",7.0,1,0.45,0.6555,0.7,High,True,0.09364285714285714
ID-2014-82862,2014-01-12,2014-01-18,Standard Class,Rick Hansen,Consumer,Queensland,Australia,APAC,Oceania,OFF-AR-10001479,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",34.0,2,0.4,-0.564,2.7,Medium,False,-0.016588235294117647
ID-2014-82862,2014-01-12,2014-01-18,Standard Class,Rick Hansen,Consumer,Queensland,Australia,APAC,,OFF-SU-10002750,Office Supplies,Supplies,"Kleencut Box Cutter, Steel",41.0,2,0.4,-15.72,1.36,Medium,False,-0.38341463414634147
CA-2014-7680,2014-01-13,2014-01-15,Second Class,Bradley Talbott,Home Office,Ontario,Canada,Canada,Canada,FUR-IKE-10001301,,Bookcases,"Ikea Stackable Bookrack, Pine",744.0,6,0.0,371.7,120.86,High,True,0.49959677419354837
ES-2014-5855273,2014-01-13,2014-01-17,Standard Class,Gary Zandusky,Consumer,Ile-de-France,France,EU,Central,TEC-AC-10003814,Technology,Accessories,"Belkin Router, Programmable",1301.0,5,0.0,572.55,96.46,Medium,True,0.4400845503458877
ES-2014-5791774,2014-01-13,2014-01-13,Same Day,Alejandro Grove,Consumer,England,United Kingdom,EU,North,OFF-AR-10004739,Office Supplies,Art,"BIC Canvas, Easy-Erase",324.0,6,0.0,109.98,83.14,High,True,0.33944444444444444
AG-2014-6470,2014-01-13,2014-01-15,First Class,Patrick O'Donnell,Consumer,Guelma,Algeria,Africa,Africa,TEC-SHA-10004874,Technology,Copiers,"Sharp Fax Machine, High-Speed",294.0,1,0.0,61.68,70.93,Critical,True,0.20979591836734693
US-2014-148551,2014-01-13,2014-01-17,Standard Class,David Bremer,Corporate,Texas,United States,US,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,761.0,5,0.8,-1141.47,54.48,Medium,False,-1.4999605781865966
MX-2014-159877,2014-01-13,2014-01-19,Standard Class,Greg Guthrie,Corporate,Distrito Federal,Mexico,LATAM,North,FUR-BO-10002214,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",271.0,3,0.2,-64.38,29.44,Medium,False,-0.23756457564575645
MX-2014-128398,2014-01-13,2014-01-17,Standard Class,Jeremy Farry,Consumer,Chiapas,Mexico,LATAM,North,OFF-AR-10002975,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",366.0,12,0.0,142.32,19.4,Medium,True,0.3888524590163934
AG-2014-6470,2014-01-13,2014-01-15,First Class,Patrick O'Donnell,Consumer,Guelma,Algeria,Africa,,OFF-FIS-10000063,,Supplies,"Fiskars Shears, High Speed",48.0,1,0.0,23.34,13.85,Critical,True,0.48625
CA-2014-7680,2014-01-13,2014-01-15,Second Class,Bradley Talbott,Home Office,Ontario,Canada,Canada,Canada,OFF-IBI-10003191,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",64.0,2,0.0,23.64,13.78,High,True,0.369375
BU-2014-2740,2014-01-13,2014-01-13,Same Day,Giulietta Dortch,Corporate,Sliven,Bulgaria,EMEA,EMEA,FUR-SAU-10003872,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",392.0,2,0.0,90.12,11.81,Medium,True,0.22989795918367348
AO-2014-6780,2014-01-13,2014-01-18,Standard Class,Sally Knutson,Consumer,Luanda,Angola,Africa,,OFF-SME-10000520,Office Supplies,Storage,"Smead Shelving, Wire Frame",96.0,2,0.0,44.16,7.05,Medium,True,0.45999999999999996
AG-2014-6470,2014-01-13,2014-01-15,First Class,Patrick O'Donnell,Consumer,Guelma,Algeria,Africa,,OFF-KLE-10004543,Office Supplies,Supplies,"Kleencut Ruler, High Speed",27.0,2,0.0,5.94,6.8,Critical,True,0.22
ES-2014-5855273,2014-01-13,2014-01-17,Standard Class,Gary Zandusky,Consumer,Ile-de-France,France,EU,Central,OFF-AR-10000584,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",87.0,3,0.0,9.54,6.02,Medium,True,0.10965517241379309
US-2014-158512,2014-01-13,2014-01-18,Second Class,Dianna Arnett,Home Office,District of Columbia,United States,US,,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,38.0,2,0.0,15.8256,4.62,Medium,True,0.4164631578947368
AG-2014-6470,2014-01-13,2014-01-15,First Class,Patrick O'Donnell,Consumer,Guelma,Algeria,Africa,Africa,OFF-AME-10000870,Office Supplies,Envelopes,"Ames Peel and Seal, Recycled",17.0,1,0.0,6.12,4.23,Critical,True,0.36
IR-2014-6580,2014-01-13,2014-01-18,Standard Class,Jesus Ocampo,Home Office,Hamadan,Iran,EMEA,EMEA,TEC-OKI-10001433,Technology,Machines,"Okidata Calculator, Red",49.0,1,0.0,14.31,3.74,Medium,True,0.2920408163265306
AG-2014-6470,2014-01-13,2014-01-15,First Class,Patrick O'Donnell,Consumer,Guelma,Algeria,Africa,Africa,OFF-ACC-10003636,Office Supplies,Binders,"Acco Binding Machine, Durable",105.0,2,0.0,25.2,3.66,Critical,True,0.24
IR-2014-6580,2014-01-13,2014-01-18,Standard Class,Jesus Ocampo,Home Office,Hamadan,Iran,EMEA,EMEA,OFF-AVE-10004512,Office Supplies,Binders,"Avery Hole Reinforcements, Economy",62.0,14,0.0,0.0,2.89,Medium,False,0.0
US-2014-158512,2014-01-13,2014-01-18,Second Class,Dianna Arnett,Home Office,District of Columbia,United States,US,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.0,6,0.0,19.2384,2.56,Medium,True,0.48095999999999994
ES-2014-4625663,2014-01-13,2014-01-17,Standard Class,Anne McFarland,Consumer,Valenciana,Spain,EU,South,OFF-BI-10000312,Office Supplies,Binders,"Cardinal Binder Covers, Economy",24.0,2,0.0,0.96,1.94,Medium,True,0.04
MX-2014-159877,2014-01-13,2014-01-19,Standard Class,Greg Guthrie,Corporate,Distrito Federal,Mexico,LATAM,North,OFF-ST-10003056,Office Supplies,Storage,"Tenex Folders, Single Width",78.0,5,0.0,3.8,1.93,Medium,True,0.04871794871794872
ES-2014-4625663,2014-01-13,2014-01-17,Standard Class,Anne McFarland,Consumer,Valenciana,Spain,EU,South,OFF-BI-10001507,Office Supplies,Binders,"Wilson Jones Binder Covers, Economy",45.0,4,0.0,11.52,1.89,Medium,True,0.256
